Player,Tm,PTS,Points_Running_Avg,player_points_line,Date,Place,Opp
OG Anunoby,NYK,10,14.923,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,14.923,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,14.923,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,14.923,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,10,15.112,14.5,2024-01-23,Away,BRK
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.2,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,26,15.247,14.5,2024-01-25,,DEN
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
OG Anunoby,NYK,19,15.293,14.5,2024-01-27,,MIA
Julius Randle,NYK,26,22.704,24.5,2023-12-20,Away,BRK
Julius Randle,NYK,26,22.821,24.5,2023-12-23,,MIL
Julius Randle,NYK,24,22.862,24.5,2023-12-25,,MIL
Julius Randle,NYK,25,22.933,24.5,2023-12-27,Away,OKC
Julius Randle,NYK,38,23.419,24.5,2023-12-29,Away,ORL
Julius Randle,NYK,39,24.03,25.5,2024-01-01,,MIN
Julius Randle,NYK,35,24.353,26.5,2024-01-03,,CHI
Julius Randle,NYK,8,23.886,27.5,2024-01-05,Away,PHI
Julius Randle,NYK,39,24.306,28.5,2024-01-06,Away,WAS
Julius Randle,NYK,20,24.189,28.5,2024-01-09,,POR
Julius Randle,NYK,32,24.395,27.5,2024-01-11,Away,DAL
Julius Randle,NYK,24,24.385,31.5,2024-01-13,Away,MEM
Julius Randle,NYK,18,24.093,26.5,2024-01-20,,TOR
Julius Randle,NYK,30,24.227,25.5,2024-01-23,Away,BRK
Julius Randle,NYK,17,24.067,25.5,2024-01-25,,DEN
Julius Randle,NYK,19,23.957,23.5,2024-01-27,,MIA
Josh Hart,NYK,10,9.875,12.5,2024-01-30,,UTA
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,18.5,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,14,19.0,17.5,2023-12-20,Away,BRK
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.261,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,13,18.909,18.5,2023-12-23,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.375,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,21,18.94,17.5,2023-12-25,,MIL
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
RJ Barrett,NYK,14,18.2,17.5,2023-12-27,Away,OKC
