Player,team,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Saddiq Bey,ATL,1,1,2023-10-25,24-199,ATL,@,CHO,L (-6),1,28:50,6,12,.500,1,4,.250,2,2,1.000,3,2,5,0,5,0,2,1,15,14.3,-2
Saddiq Bey,ATL,2,2,2023-10-27,24-201,ATL,,NYK,L (-6),1,25:43,2,4,.500,1,2,.500,0,0,,0,1,1,1,0,1,1,2,5,2.9,-6
Saddiq Bey,ATL,3,3,2023-10-29,24-203,ATL,@,MIL,W (+17),0,30:59,4,9,.444,1,3,.333,4,5,.800,3,6,9,3,0,0,1,0,13,12.9,+23
Saddiq Bey,ATL,4,4,2023-10-30,24-204,ATL,,MIN,W (+14),0,25:10,4,5,.800,3,3,1.000,0,0,,0,6,6,1,0,1,1,2,11,10.5,+17
Saddiq Bey,ATL,5,5,2023-11-01,24-206,ATL,,WAS,W (+9),1,31:39,4,10,.400,2,7,.286,4,4,1.000,1,6,7,0,1,0,1,1,14,10.7,+10
Saddiq Bey,ATL,6,6,2023-11-04,24-209,ATL,@,NOP,W (+18),0,26:04,5,13,.385,2,7,.286,0,0,,4,1,5,2,1,0,0,2,12,9.6,+4
Saddiq Bey,ATL,7,7,2023-11-06,24-211,ATL,@,OKC,L (-9),0,26:17,6,11,.545,3,6,.500,0,0,,4,4,8,2,0,0,2,1,15,12.7,+6
Saddiq Bey,ATL,8,8,2023-11-09,24-214,ATL,@,ORL,W (+1),0,28:39,1,4,.250,0,0,,0,0,,1,2,3,0,1,0,1,3,2,-0.3,-8
Saddiq Bey,ATL,9,9,2023-11-11,24-216,ATL,,MIA,L (-8),0,24:25,3,9,.333,2,7,.286,0,0,,3,5,8,0,0,0,4,0,8,2.5,-10
Saddiq Bey,ATL,10,10,2023-11-14,24-219,ATL,@,DET,W (+6),0,27:23,6,13,.462,2,7,.286,5,6,.833,1,3,4,2,2,1,1,0,19,16.6,+5
Saddiq Bey,ATL,11,11,2023-11-15,24-220,ATL,,NYK,L (-2),0,28:26,7,10,.700,2,5,.400,0,0,,1,1,2,2,2,0,2,3,16,13.0,+20
Saddiq Bey,ATL,12,12,2023-11-17,24-222,ATL,,PHI,L (-10),0,31:21,6,9,.667,2,4,.500,3,4,.750,3,4,7,1,1,0,2,1,17,15.3,-5
Saddiq Bey,ATL,13,13,2023-11-21,24-226,ATL,,IND,L (-5),0,30:51,4,7,.571,2,4,.500,2,5,.400,1,9,10,2,0,0,0,0,12,12.3,+4
Saddiq Bey,ATL,14,14,2023-11-22,24-227,ATL,,BRK,W (+2),0,24:54,4,8,.500,1,3,.333,3,3,1.000,0,2,2,1,2,0,2,2,12,8.5,+9
Saddiq Bey,ATL,15,15,2023-11-25,24-230,ATL,@,WAS,W (+28),0,31:56,6,14,.429,0,4,.000,1,2,.500,3,6,9,1,1,0,1,1,13,9.4,+30
Saddiq Bey,ATL,16,16,2023-11-26,24-231,ATL,@,BOS,L (-10),1,28:52,3,7,.429,1,5,.200,0,0,,3,5,8,1,0,0,0,3,7,6.4,-16
Saddiq Bey,ATL,17,17,2023-11-28,24-233,ATL,@,CLE,L (-23),1,32:05,5,8,.625,2,4,.500,2,2,1.000,1,3,4,3,2,0,0,4,14,14.5,-22
Saddiq Bey,ATL,18,18,2023-11-30,24-235,ATL,@,SAS,W (+2),1,33:58,5,8,.625,3,4,.750,0,0,,2,2,4,0,3,0,1,3,13,12.2,0
Saddiq Bey,ATL,19,19,2023-12-02,24-237,ATL,@,MIL,L (-11),1,36:19,5,7,.714,4,6,.667,3,4,.750,3,6,9,1,0,0,0,2,17,17.5,-3
Saddiq Bey,ATL,20,20,2023-12-06,24-241,ATL,,BRK,L (-1),1,36:44,7,13,.538,3,6,.500,4,4,1.000,4,3,7,1,1,0,3,1,21,16.7,+9
Saddiq Bey,ATL,21,21,2023-12-08,24-243,ATL,@,PHI,L (-11),1,38:19,6,20,.300,3,9,.333,1,1,1.000,5,3,8,1,0,0,0,1,16,9.1,+2
Saddiq Bey,ATL,22,22,2023-12-11,24-246,ATL,,DEN,L (-7),1,39:55,6,11,.545,1,4,.250,3,4,.750,1,3,4,2,1,1,0,2,16,14.2,-8
Saddiq Bey,ATL,23,23,2023-12-13,24-248,ATL,@,TOR,L (-7),1,38:28,5,14,.357,0,5,.000,2,3,.667,3,7,10,2,2,0,1,1,12,10.0,-3
Saddiq Bey,ATL,24,24,2023-12-15,24-250,ATL,@,TOR,W (+21),1,37:25,4,12,.333,2,8,.250,0,0,,3,7,10,4,0,0,1,3,10,8.0,+24
Saddiq Bey,ATL,25,25,2023-12-16,24-251,ATL,@,CLE,L (-8),1,36:27,1,9,.111,1,7,.143,2,2,1.000,1,5,6,0,2,0,2,0,5,1.3,-10
Saddiq Bey,ATL,26,26,2023-12-18,24-253,ATL,,DET,W (+6),1,42:13,8,15,.533,2,7,.286,3,5,.600,2,2,4,1,2,0,1,1,21,16.2,+9
Saddiq Bey,ATL,27,27,2023-12-20,24-255,ATL,@,HOU,W (+7),1,31:38,3,11,.273,2,6,.333,1,1,1.000,4,5,9,0,0,0,1,1,9,5.4,+16
Saddiq Bey,ATL,28,28,2023-12-22,24-257,ATL,@,MIA,L (-9),1,39:39,6,14,.429,2,8,.250,2,2,1.000,2,8,10,2,2,0,2,2,16,13.0,-12
Saddiq Bey,ATL,29,29,2023-12-23,24-258,ATL,,MEM,L (-6),1,38:06,4,11,.364,3,9,.333,3,4,.750,1,5,6,2,2,0,1,2,14,11.3,-7
Saddiq Bey,ATL,30,30,2023-12-26,24-261,ATL,@,CHI,L (-5),1,33:39,5,10,.500,2,6,.333,1,1,1.000,4,4,8,0,1,0,0,1,13,12.6,-7
Saddiq Bey,ATL,31,31,2023-12-29,24-264,ATL,,SAC,L (-7),1,32:29,4,14,.286,3,8,.375,4,4,1.000,5,2,7,4,1,0,1,2,15,12.9,+5
Saddiq Bey,ATL,32,32,2023-12-31,24-266,ATL,@,WAS,W (+4),1,32:12,4,10,.400,2,5,.400,1,3,.333,3,8,11,0,0,1,1,3,11,7.8,-2
Saddiq Bey,ATL,33,33,2024-01-03,24-269,ATL,,OKC,W (+3),1,35:37,3,12,.250,2,8,.250,2,2,1.000,2,6,8,2,0,1,0,2,10,7.3,+6
Saddiq Bey,ATL,34,34,2024-01-05,24-271,ATL,@,IND,L (-34),1,30:06,2,7,.286,1,6,.167,4,4,1.000,3,1,4,2,0,0,1,1,9,7.3,-22
Saddiq Bey,ATL,35,35,2024-01-07,24-273,ATL,@,ORL,L (-7),1,38:12,5,10,.500,2,4,.500,4,5,.800,1,6,7,2,1,0,0,1,16,15.1,-17
Saddiq Bey,ATL,36,36,2024-01-10,24-276,ATL,,PHI,W (+7),1,36:46,6,16,.375,1,6,.167,2,3,.667,6,4,10,1,0,0,1,1,15,10.5,-4
Saddiq Bey,ATL,37,37,2024-01-12,24-278,ATL,,IND,L (-18),1,31:12,3,10,.300,3,7,.429,8,9,.889,1,3,4,2,1,0,0,1,17,14.4,+1
Saddiq Bey,ATL,38,38,2024-01-13,24-279,ATL,,WAS,L (-28),1,26:49,5,13,.385,2,7,.286,4,4,1.000,6,1,7,0,4,0,1,1,16,16.0,-15
Saddiq Bey,ATL,39,39,2024-01-15,24-281,ATL,,SAS,W (+10),1,32:50,3,9,.333,1,7,.143,3,4,.750,4,1,5,2,0,0,0,3,10,7.8,0
Saddiq Bey,ATL,40,40,2024-01-17,24-283,ATL,,ORL,W (+2),1,35:10,1,7,.143,1,5,.200,4,4,1.000,2,2,4,0,0,0,0,2,7,3.7,-10
Saddiq Bey,ATL,41,41,2024-01-19,24-285,ATL,@,MIA,W (+1),1,36:00,4,12,.333,0,5,.000,6,7,.857,1,1,2,0,0,0,1,2,14,6.0,-2
Saddiq Bey,ATL,42,42,2024-01-20,24-286,ATL,,CLE,L (-21),1,30:04,0,12,.000,0,6,.000,0,0,,3,4,7,2,0,0,1,3,0,-5.9,-24
Saddiq Bey,ATL,43,43,2024-01-22,24-288,ATL,@,SAC,L (-15),1,30:18,4,11,.364,2,7,.286,3,4,.750,2,5,7,2,0,0,0,1,13,10.4,0
Saddiq Bey,ATL,44,44,2024-01-24,24-290,ATL,@,GSW,L (-22),1,26:41,6,12,.500,3,6,.500,3,3,1.000,3,4,7,3,1,0,0,0,18,18.4,-13
Saddiq Bey,ATL,45,45,2024-01-26,24-292,ATL,,DAL,L (-5),1,37:53,6,13,.462,2,6,.333,2,2,1.000,3,4,7,5,0,0,0,3,16,14.9,-14
Saddiq Bey,ATL,46,46,2024-01-28,24-294,ATL,,TOR,W (+1),1,41:01,8,18,.444,0,6,.000,10,15,.667,7,6,13,3,0,0,1,1,26,22.0,+19
Saddiq Bey,ATL,47,47,2024-01-30,24-296,ATL,,LAL,W (+16),1,35:08,5,10,.500,1,5,.200,7,8,.875,4,4,8,2,1,0,0,3,18,17.8,+19
Saddiq Bey,ATL,48,48,2024-02-02,24-299,ATL,,PHO,W (+9),1,16:26,1,7,.143,0,3,.000,0,0,,2,1,3,0,0,0,0,0,2,-0.8,+3
Saddiq Bey,ATL,49,,2024-02-03,24-300,ATL,,GSW,W (+7),Inactive
Saddiq Bey,ATL,50,49,2024-02-05,24-302,ATL,,LAC,L (-5),1,33:04,5,8,.625,3,6,.500,5,5,1.000,3,2,5,0,1,0,1,1,18,16.7,-7
Saddiq Bey,ATL,51,50,2024-02-07,24-304,ATL,@,BOS,L (-8),1,35:36,9,16,.563,4,7,.571,3,4,.750,2,7,9,1,1,0,0,1,25,21.8,-1
Saddiq Bey,ATL,52,51,2024-02-09,24-306,ATL,@,PHI,W (+6),1,33:54,4,11,.364,2,5,.400,8,8,1.000,5,6,11,1,1,0,0,1,18,18.5,+8
Saddiq Bey,ATL,53,52,2024-02-10,24-307,ATL,,HOU,W (+9),1,39:17,8,15,.533,4,9,.444,4,4,1.000,2,4,6,3,1,1,1,1,24,21.7,+12
Bogdan Bogdanović,ATL,1,1,2023-10-25,31-068,ATL,@,CHO,L (-6),0,24:26,3,9,.333,1,5,.200,0,0,,0,4,4,4,3,0,0,1,7,8.5,+6
Bogdan Bogdanović,ATL,2,2,2023-10-27,31-070,ATL,,NYK,L (-6),0,25:50,6,11,.545,4,9,.444,0,0,,0,1,1,3,1,0,2,3,16,10.9,0
Bogdan Bogdanović,ATL,3,3,2023-10-29,31-072,ATL,@,MIL,W (+17),0,26:19,6,10,.600,4,7,.571,1,1,1.000,0,1,1,6,2,0,2,1,17,16.5,+12
Bogdan Bogdanović,ATL,4,4,2023-10-30,31-073,ATL,,MIN,W (+14),0,20:27,3,10,.300,2,7,.286,0,0,,0,1,1,4,1,0,1,1,8,4.9,+3
Bogdan Bogdanović,ATL,5,5,2023-11-01,31-075,ATL,,WAS,W (+9),0,23:01,4,10,.400,1,5,.200,3,3,1.000,0,3,3,1,1,1,1,2,12,8.1,+8
Bogdan Bogdanović,ATL,6,6,2023-11-04,31-078,ATL,@,NOP,W (+18),0,20:52,4,14,.286,2,10,.200,0,0,,3,2,5,2,1,2,0,1,10,7.9,+7
Bogdan Bogdanović,ATL,7,7,2023-11-06,31-080,ATL,@,OKC,L (-9),0,26:37,7,14,.500,3,8,.375,0,0,,0,2,2,3,2,0,0,1,17,14.3,+3
Bogdan Bogdanović,ATL,8,8,2023-11-09,31-083,ATL,@,ORL,W (+1),0,28:38,6,11,.545,3,6,.500,0,0,,0,4,4,3,3,0,1,3,15,13.8,-4
Bogdan Bogdanović,ATL,9,9,2023-11-11,31-085,ATL,,MIA,L (-8),0,28:47,5,13,.385,5,12,.417,0,0,,0,3,3,1,0,0,2,4,15,5.9,-3
Bogdan Bogdanović,ATL,10,10,2023-11-14,31-088,ATL,@,DET,W (+6),1,33:56,7,17,.412,3,11,.273,0,0,,0,3,3,3,0,1,3,0,17,8.6,+5
Bogdan Bogdanović,ATL,11,11,2023-11-15,31-089,ATL,,NYK,L (-2),0,29:19,8,15,.533,4,11,.364,8,8,1.000,1,2,3,3,2,1,1,4,28,24.2,+11
Bogdan Bogdanović,ATL,12,12,2023-11-17,31-091,ATL,,PHI,L (-10),0,23:53,4,12,.333,3,8,.375,2,3,.667,0,2,2,3,3,0,3,3,13,7.3,-14
Bogdan Bogdanović,ATL,13,13,2023-11-21,31-095,ATL,,IND,L (-5),0,26:21,10,15,.667,2,5,.400,4,4,1.000,0,2,2,0,0,0,0,4,26,18.5,-2
Bogdan Bogdanović,ATL,14,14,2023-11-22,31-096,ATL,,BRK,W (+2),0,25:35,5,15,.333,3,11,.273,1,1,1.000,1,3,4,3,1,1,1,4,14,8.3,+17
Bogdan Bogdanović,ATL,15,15,2023-11-25,31-099,ATL,@,WAS,W (+28),0,21:04,6,9,.667,3,3,1.000,0,1,.000,0,3,3,1,1,0,2,3,15,10.1,+13
Bogdan Bogdanović,ATL,16,16,2023-11-26,31-100,ATL,@,BOS,L (-10),0,31:45,8,12,.667,7,10,.700,0,0,,1,6,7,0,1,0,4,3,23,16.1,-1
Bogdan Bogdanović,ATL,17,17,2023-11-28,31-102,ATL,@,CLE,L (-23),0,30:35,6,16,.375,4,10,.400,2,2,1.000,1,5,6,1,2,0,1,2,18,12.3,-3
Bogdan Bogdanović,ATL,18,18,2023-11-30,31-104,ATL,@,SAS,W (+2),0,31:44,5,10,.500,2,4,.500,2,2,1.000,0,2,2,3,2,0,1,4,14,11.1,+12
Bogdan Bogdanović,ATL,19,19,2023-12-02,31-106,ATL,@,MIL,L (-11),0,25:16,6,18,.333,2,7,.286,0,0,,0,3,3,0,2,1,0,2,14,6.6,-7
Bogdan Bogdanović,ATL,20,20,2023-12-06,31-110,ATL,,BRK,L (-1),0,27:06,7,14,.500,4,9,.444,2,2,1.000,0,4,4,1,0,0,0,2,20,14.1,-6
Bogdan Bogdanović,ATL,21,21,2023-12-08,31-112,ATL,@,PHI,L (-11),1,39:05,7,17,.412,3,11,.273,3,3,1.000,1,8,9,2,1,0,2,5,20,12.4,-3
Bogdan Bogdanović,ATL,22,22,2023-12-11,31-115,ATL,,DEN,L (-7),0,35:34,14,24,.583,10,17,.588,2,2,1.000,1,2,3,3,2,0,1,4,40,31.6,-2
Bogdan Bogdanović,ATL,23,23,2023-12-13,31-117,ATL,@,TOR,L (-7),0,32:15,7,13,.538,4,7,.571,2,3,.667,1,2,3,5,4,0,1,4,20,19.5,+5
Bogdan Bogdanović,ATL,24,24,2023-12-15,31-119,ATL,@,TOR,W (+21),0,32:54,7,16,.438,3,7,.429,3,3,1.000,0,3,3,6,0,0,0,2,20,15.9,+21
Bogdan Bogdanović,ATL,25,,2023-12-16,31-120,ATL,@,CLE,L (-8),Did Not Dress
Bogdan Bogdanović,ATL,26,,2023-12-18,31-122,ATL,,DET,W (+6),Did Not Dress
Bogdan Bogdanović,ATL,27,25,2023-12-20,31-124,ATL,@,HOU,W (+7),0,29:36,8,14,.571,4,8,.500,2,2,1.000,0,4,4,5,1,1,0,3,22,20.6,+14
Bogdan Bogdanović,ATL,28,26,2023-12-22,31-126,ATL,@,MIA,L (-9),0,35:22,8,24,.333,6,18,.333,1,2,.500,1,1,2,5,1,0,0,3,23,13.3,-8
Bogdan Bogdanović,ATL,29,27,2023-12-23,31-127,ATL,,MEM,L (-6),0,34:15,6,15,.400,2,8,.250,2,3,.667,1,3,4,3,0,0,0,2,16,10.4,-1
Bogdan Bogdanović,ATL,30,28,2023-12-26,31-130,ATL,@,CHI,L (-5),0,31:24,8,21,.381,3,12,.250,3,3,1.000,1,2,3,1,0,0,0,2,22,11.7,+3
Bogdan Bogdanović,ATL,31,29,2023-12-29,31-133,ATL,,SAC,L (-7),0,26:45,4,14,.286,2,10,.200,2,2,1.000,2,2,4,5,0,0,1,1,12,7.9,-14
Bogdan Bogdanović,ATL,32,30,2023-12-31,31-135,ATL,@,WAS,W (+4),0,27:20,5,19,.263,1,8,.125,1,1,1.000,0,1,1,1,0,0,0,1,12,1.3,+24
Bogdan Bogdanović,ATL,33,31,2024-01-03,31-138,ATL,,OKC,W (+3),0,27:44,7,16,.438,5,11,.455,4,4,1.000,0,1,1,4,1,0,0,2,23,17.9,+11
Bogdan Bogdanović,ATL,34,32,2024-01-05,31-140,ATL,@,IND,L (-34),0,23:22,3,14,.214,1,9,.111,9,10,.900,0,4,4,3,2,0,3,2,16,8.5,-18
Bogdan Bogdanović,ATL,35,33,2024-01-07,31-142,ATL,@,ORL,L (-7),0,26:02,7,17,.412,4,9,.444,0,0,,1,2,3,1,4,0,0,5,18,12.9,+13
Bogdan Bogdanović,ATL,36,34,2024-01-10,31-145,ATL,,PHI,W (+7),0,28:18,7,16,.438,1,8,.125,0,1,.000,0,2,2,4,2,0,1,1,15,10.2,+12
Bogdan Bogdanović,ATL,37,35,2024-01-12,31-147,ATL,,IND,L (-18),0,24:56,3,12,.250,2,5,.400,2,2,1.000,3,2,5,2,3,0,2,2,10,7.1,-24
Bogdan Bogdanović,ATL,38,36,2024-01-13,31-148,ATL,,WAS,L (-28),0,23:45,5,13,.385,3,8,.375,1,1,1.000,1,2,3,2,3,0,0,2,14,11.8,-20
Bogdan Bogdanović,ATL,39,37,2024-01-15,31-150,ATL,,SAS,W (+10),0,25:34,2,10,.200,1,6,.167,0,0,,0,2,2,1,1,0,3,2,5,-2.7,+4
Bogdan Bogdanović,ATL,40,38,2024-01-17,31-152,ATL,,ORL,W (+2),0,23:55,4,7,.571,2,4,.500,2,2,1.000,1,3,4,1,1,1,1,1,12,11.3,+4
Bogdan Bogdanović,ATL,41,39,2024-01-19,31-154,ATL,@,MIA,W (+1),1,34:55,6,15,.400,3,7,.429,2,2,1.000,0,3,3,1,0,0,3,2,17,6.7,+1
Bogdan Bogdanović,ATL,42,40,2024-01-20,31-155,ATL,,CLE,L (-21),0,28:20,5,11,.455,1,6,.167,3,4,.750,0,2,2,4,1,0,1,0,14,11.3,-13
Bogdan Bogdanović,ATL,43,41,2024-01-22,31-157,ATL,@,SAC,L (-15),1,33:36,5,12,.417,2,8,.250,6,6,1.000,0,2,2,4,0,0,2,4,18,11.4,-21
Bogdan Bogdanović,ATL,44,42,2024-01-24,31-159,ATL,@,GSW,L (-22),1,32:31,6,11,.545,4,9,.444,1,1,1.000,0,0,0,3,1,0,1,1,17,13.4,-6
Bogdan Bogdanović,ATL,45,43,2024-01-26,31-161,ATL,,DAL,L (-5),0,27:16,9,22,.409,4,9,.444,2,2,1.000,2,2,4,2,2,0,0,2,24,16.8,+3
Bogdan Bogdanović,ATL,46,44,2024-01-28,31-163,ATL,,TOR,W (+1),1,38:37,7,11,.636,4,8,.500,6,7,.857,0,4,4,2,2,2,5,4,24,18.1,+17
Bogdan Bogdanović,ATL,47,45,2024-01-30,31-165,ATL,,LAL,W (+16),0,24:40,7,15,.467,4,9,.444,0,0,,0,1,1,1,0,0,1,1,18,9.9,+6
Bogdan Bogdanović,ATL,48,46,2024-02-02,31-168,ATL,,PHO,W (+9),0,34:21,8,12,.667,4,7,.571,3,3,1.000,1,3,4,5,0,0,0,2,23,22.1,+13
Bogdan Bogdanović,ATL,49,47,2024-02-03,31-169,ATL,,GSW,W (+7),0,37:51,5,16,.313,2,10,.200,1,1,1.000,0,4,4,4,2,0,2,3,13,6.6,+1
Bogdan Bogdanović,ATL,50,48,2024-02-05,31-171,ATL,,LAC,L (-5),0,26:34,6,12,.500,4,8,.500,0,0,,1,2,3,6,1,0,0,4,16,14.9,+4
Bogdan Bogdanović,ATL,51,49,2024-02-07,31-173,ATL,@,BOS,L (-8),1,35:05,5,18,.278,2,10,.200,0,0,,2,4,6,3,1,0,0,3,12,5.9,-4
Bogdan Bogdanović,ATL,52,50,2024-02-09,31-175,ATL,@,PHI,W (+6),1,34:02,5,12,.417,3,7,.429,0,0,,2,1,3,3,0,3,0,2,13,11.7,+1
Bogdan Bogdanović,ATL,53,51,2024-02-10,31-176,ATL,,HOU,W (+9),0,30:41,3,12,.250,1,6,.167,1,1,1.000,1,6,7,2,0,0,2,4,8,1.1,+13
De'Andre Hunter,ATL,1,1,2023-10-25,25-327,ATL,@,CHO,L (-6),1,31:00,4,9,.444,1,4,.250,0,1,.000,2,2,4,1,0,0,0,6,9,4.2,-13
De'Andre Hunter,ATL,2,2,2023-10-27,25-329,ATL,,NYK,L (-6),1,32:15,8,13,.615,3,7,.429,8,8,1.000,0,6,6,1,0,1,0,3,27,23.1,-1
De'Andre Hunter,ATL,3,3,2023-10-29,25-331,ATL,@,MIL,W (+17),1,24:16,6,10,.600,2,4,.500,1,1,1.000,1,2,3,1,4,0,2,3,15,13.2,+17
De'Andre Hunter,ATL,4,4,2023-10-30,25-332,ATL,,MIN,W (+14),1,30:21,6,10,.600,3,5,.600,1,2,.500,0,4,4,2,1,0,0,0,16,14.6,+4
De'Andre Hunter,ATL,5,5,2023-11-01,25-334,ATL,,WAS,W (+9),1,32:38,8,16,.500,2,7,.286,5,6,.833,0,7,7,3,2,0,5,5,23,13.8,+3
De'Andre Hunter,ATL,6,6,2023-11-04,25-337,ATL,@,NOP,W (+18),1,29:47,1,3,.333,1,2,.500,1,2,.500,1,4,5,1,0,1,2,3,4,2.0,+17
De'Andre Hunter,ATL,7,7,2023-11-06,25-339,ATL,@,OKC,L (-9),1,32:58,2,13,.154,1,7,.143,3,4,.750,0,2,2,0,0,0,0,2,8,-0.9,-3
De'Andre Hunter,ATL,8,8,2023-11-09,25-342,ATL,@,ORL,W (+1),1,26:19,3,9,.333,2,5,.400,4,5,.800,0,0,0,1,1,1,2,4,12,5.3,+6
De'Andre Hunter,ATL,9,9,2023-11-11,25-344,ATL,,MIA,L (-8),1,35:35,4,11,.364,0,4,.000,2,2,1.000,0,5,5,2,1,1,3,4,10,3.9,-9
De'Andre Hunter,ATL,10,10,2023-11-14,25-347,ATL,@,DET,W (+6),1,34:41,6,14,.429,2,5,.400,2,3,.667,2,3,5,5,1,0,1,3,16,12.8,+2
De'Andre Hunter,ATL,11,11,2023-11-15,25-348,ATL,,NYK,L (-2),1,26:27,2,7,.286,1,3,.333,0,0,,1,1,2,1,0,0,1,3,5,0.4,-12
De'Andre Hunter,ATL,12,12,2023-11-17,25-350,ATL,,PHI,L (-10),1,17:55,4,7,.571,1,2,.500,0,0,,0,1,1,0,0,0,0,1,9,5.6,-10
De'Andre Hunter,ATL,13,13,2023-11-21,25-354,ATL,,IND,L (-5),1,26:54,3,7,.429,1,2,.500,0,0,,2,2,4,1,1,0,3,2,7,3.2,-11
De'Andre Hunter,ATL,14,14,2023-11-22,25-355,ATL,,BRK,W (+2),1,39:04,8,16,.500,2,7,.286,7,7,1.000,3,8,11,0,1,2,1,3,25,21.7,-3
De'Andre Hunter,ATL,15,15,2023-11-25,25-358,ATL,@,WAS,W (+28),1,31:05,7,11,.636,3,5,.600,3,3,1.000,1,3,4,0,2,0,2,4,20,15.1,+21
De'Andre Hunter,ATL,16,16,2023-11-26,25-359,ATL,@,BOS,L (-10),1,39:42,7,14,.500,5,11,.455,5,5,1.000,0,4,4,2,1,1,2,4,24,17.7,-11
De'Andre Hunter,ATL,17,17,2023-11-28,25-361,ATL,@,CLE,L (-23),1,26:25,5,12,.417,1,6,.167,7,7,1.000,0,4,4,2,0,0,0,4,18,12.6,-18
De'Andre Hunter,ATL,18,18,2023-11-30,25-363,ATL,@,SAS,W (+2),1,21:42,3,8,.375,2,4,.500,4,4,1.000,0,6,6,2,1,0,3,6,12,6.4,-5
De'Andre Hunter,ATL,19,19,2023-12-02,26-000,ATL,@,MIL,L (-11),1,30:50,3,10,.300,0,2,.000,6,6,1.000,0,1,1,0,2,0,2,2,12,5.7,+6
De'Andre Hunter,ATL,20,20,2023-12-06,26-004,ATL,,BRK,L (-1),1,36:08,6,15,.400,1,3,.333,1,1,1.000,0,4,4,2,0,0,1,1,14,7.1,+3
De'Andre Hunter,ATL,21,21,2023-12-08,26-006,ATL,@,PHI,L (-11),1,36:58,9,18,.500,4,7,.571,2,2,1.000,1,6,7,1,0,0,3,2,24,14.4,-13
De'Andre Hunter,ATL,22,,2023-12-11,26-009,ATL,,DEN,L (-7),Inactive
De'Andre Hunter,ATL,23,,2023-12-13,26-011,ATL,@,TOR,L (-7),Inactive
De'Andre Hunter,ATL,24,,2023-12-15,26-013,ATL,@,TOR,W (+21),Inactive
De'Andre Hunter,ATL,25,22,2023-12-16,26-014,ATL,@,CLE,L (-8),1,26:11,5,7,.714,2,2,1.000,6,6,1.000,0,2,2,0,1,0,0,1,18,16.3,-3
De'Andre Hunter,ATL,26,23,2023-12-18,26-016,ATL,,DET,W (+6),1,29:03,7,15,.467,5,6,.833,0,0,,1,5,6,2,1,2,4,5,19,11.3,+9
De'Andre Hunter,ATL,27,24,2023-12-20,26-018,ATL,@,HOU,W (+7),1,28:16,5,10,.500,1,4,.250,0,0,,0,1,1,3,0,0,0,2,11,7.6,-19
De'Andre Hunter,ATL,28,,2023-12-22,26-020,ATL,@,MIA,L (-9),Inactive
De'Andre Hunter,ATL,29,,2023-12-23,26-021,ATL,,MEM,L (-6),Inactive
De'Andre Hunter,ATL,30,,2023-12-26,26-024,ATL,@,CHI,L (-5),Inactive
De'Andre Hunter,ATL,31,,2023-12-29,26-027,ATL,,SAC,L (-7),Inactive
De'Andre Hunter,ATL,32,,2023-12-31,26-029,ATL,@,WAS,W (+4),Inactive
De'Andre Hunter,ATL,33,,2024-01-03,26-032,ATL,,OKC,W (+3),Inactive
De'Andre Hunter,ATL,34,,2024-01-05,26-034,ATL,@,IND,L (-34),Inactive
De'Andre Hunter,ATL,35,,2024-01-07,26-036,ATL,@,ORL,L (-7),Inactive
De'Andre Hunter,ATL,36,,2024-01-10,26-039,ATL,,PHI,W (+7),Inactive
De'Andre Hunter,ATL,37,,2024-01-12,26-041,ATL,,IND,L (-18),Inactive
De'Andre Hunter,ATL,38,,2024-01-13,26-042,ATL,,WAS,L (-28),Inactive
De'Andre Hunter,ATL,39,,2024-01-15,26-044,ATL,,SAS,W (+10),Inactive
De'Andre Hunter,ATL,40,,2024-01-17,26-046,ATL,,ORL,W (+2),Inactive
De'Andre Hunter,ATL,41,,2024-01-19,26-048,ATL,@,MIA,W (+1),Inactive
De'Andre Hunter,ATL,42,,2024-01-20,26-049,ATL,,CLE,L (-21),Inactive
De'Andre Hunter,ATL,43,,2024-01-22,26-051,ATL,@,SAC,L (-15),Inactive
De'Andre Hunter,ATL,44,,2024-01-24,26-053,ATL,@,GSW,L (-22),Inactive
De'Andre Hunter,ATL,45,,2024-01-26,26-055,ATL,,DAL,L (-5),Inactive
De'Andre Hunter,ATL,46,,2024-01-28,26-057,ATL,,TOR,W (+1),Inactive
De'Andre Hunter,ATL,47,25,2024-01-30,26-059,ATL,,LAL,W (+16),0,16:24,2,5,.400,2,5,.400,0,0,,0,1,1,1,0,0,2,0,6,2.3,+1
De'Andre Hunter,ATL,48,,2024-02-02,26-062,ATL,,PHO,W (+9),Inactive
De'Andre Hunter,ATL,49,26,2024-02-03,26-063,ATL,,GSW,W (+7),0,16:01,2,5,.400,0,2,.000,2,5,.400,0,1,1,0,1,0,0,1,6,3.0,-5
De'Andre Hunter,ATL,50,27,2024-02-05,26-065,ATL,,LAC,L (-5),0,18:51,10,12,.833,3,5,.600,4,5,.800,2,5,7,3,0,0,0,2,27,26.4,+3
De'Andre Hunter,ATL,51,28,2024-02-07,26-067,ATL,@,BOS,L (-8),0,23:01,3,9,.333,1,4,.250,3,3,1.000,0,1,1,1,0,0,1,3,10,3.7,-13
De'Andre Hunter,ATL,52,29,2024-02-09,26-069,ATL,@,PHI,W (+6),0,23:37,3,6,.500,3,4,.750,2,2,1.000,0,2,2,2,1,0,3,1,11,7.6,-3
